abbrevs,region,names,ffdi_Median_mean_gwl3,ffdi_Median_p10_gwl3,ffdi_Median_p50_gwl3,ffdi_Median_p90_gwl3,ffdi_Median_std_gwl3
AUS,0,Australia,26.048,2.075,26.1,47.7,16.611
