abbrevs,region,names,ffdi_Median_mean_gwl15,ffdi_Median_p10_gwl15,ffdi_Median_p50_gwl15,ffdi_Median_p90_gwl15,ffdi_Median_std_gwl15
AUS,0,Australia,15.268,0.425,14.375,30.7,10.998
