abbrevs,region,names,ffdi_Median_mean_gwl2,ffdi_Median_p10_gwl2,ffdi_Median_p50_gwl2,ffdi_Median_p90_gwl2,ffdi_Median_std_gwl2
AUS,0,Australia,4.631,0.0,2.975,11.775,5.09
