abbrevs,region,names,ffdi_Median_mean_gwl3,ffdi_Median_p10_gwl3,ffdi_Median_p50_gwl3,ffdi_Median_p90_gwl3,ffdi_Median_std_gwl3
AUS,0,Australia,9.292,0.05,7.225,22.15,8.443
