abbrevs,region,names,ffdi_Median_mean_gwl15,ffdi_Median_p10_gwl15,ffdi_Median_p50_gwl15,ffdi_Median_p90_gwl15,ffdi_Median_std_gwl15
AUS,0,Australia,2.982,0.0,1.8,7.525,3.31
