This file contains the monthly mean baseline (background) carbon dioxide (CO2) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CO2 units are parts per million in dry air (ppm).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: August 2024
 
YYYY,MM,DD,DATE,CO2(ppm),SD(ppm),GR(ppm/yr),Source
2021,2,15,2021.123290000000,410.813,0.150000,2.01099,"in situ"
2021,3,15,2021.200000000000,410.965,0.195000,2.17102,"in situ"
2021,4,15,2021.284930000000,411.094,0.112000,2.23700,"in situ"
2021,5,15,2021.367120000000,411.281,0.155000,2.31799,"in situ"
2021,6,15,2021.452050000000,411.693,0.186000,2.36401,"in situ"
2021,7,15,2021.534250000000,412.211,0.190000,2.33499,"in situ"
2021,8,15,2021.619180000000,412.715,0.190000,2.38800,"in situ"
2021,9,15,2021.704110000000,413.088,0.141000,2.42502,"in situ"
2021,10,15,2021.786300000000,413.230,0.103000,2.48001,"in situ"
2021,11,15,2021.871230000000,413.262,0.111000,2.52701,"in situ"
2021,12,15,2021.953420000000,413.226,0.184000,2.46201,"in situ"
2022,1,15,2022.038360000000,413.141,0.197000,2.42801,"in situ"
2022,2,15,2022.123290000000,413.201,0.149000,2.43100,"in situ"
2022,3,15,2022.200000000000,413.390,0.168000,2.27698,"in situ"
2022,4,15,2022.284930000000,413.574,0.180000,2.16498,"in situ"
2022,5,15,2022.367120000000,413.808,0.128000,2.16101,"in situ"
2022,6,15,2022.452050000000,414.155,0.143000,2.04999,"in situ"
2022,7,15,2022.534250000000,414.639,0.187000,1.90802,"in situ"
2022,8,15,2022.619180000000,415.146,0.177000,1.88702,"in situ"
2022,9,15,2022.704110000000,415.365,0.126000,1.85199,"in situ"
2022,10,15,2022.786300000000,415.395,0.127000,1.81699,"in situ"
2022,11,15,2022.871230000000,415.423,0.116000,1.90298,"in situ"
2022,12,15,2022.953420000000,415.276,0.166000,1.95599,"in situ"
2023,1,15,2023.038360000000,415.049,0.188000,1.91901,"in situ"
2023,2,15,2023.123290000000,415.088,0.172000,1.93900,"in situ"
2023,3,15,2023.200000000000,415.242,0.171000,2.02301,"in situ"
2023,4,15,2023.284930000000,415.391,0.146000,2.18600,"in situ"
2023,5,15,2023.367120000000,415.711,0.166000,2.36301,"in situ"
2023,6,15,2023.452050000000,416.111,0.149000,2.56000,"in situ"
2023,7,15,2023.534250000000,416.558,0.197000,2.90598,"in situ"
2023,8,15,2023.619180000000,417.085,0.206000,3.10800,"in situ"
2023,9,15,2023.704110000000,417.388,0.139000,3.32199,"in situ"
2023,10,15,2023.786300000000,417.581,0.130000,3.64999,"in situ"
2023,11,15,2023.871230000000,417.786,0.182000,3.78900,"in situ"
2023,12,15,2023.953420000000,417.836,0.178000,3.92300,"in situ"
2024,1,15,2024.038250000000,417.955,0.184000,3.95200,"in situ"
2024,2,15,2024.122950000000,418.196,0.211000,NaN,"in situ"
2024,3,15,2024.202190000000,418.564,0.219000,NaN,"in situ"
2024,4,15,2024.286890000000,419.041,0.220000,NaN,"in situ"
2024,5,15,2024.368850000000,419.500,0.212000,NaN,"in situ"
2024,6,15,2024.453550000000,420.034,0.221000,NaN,"in situ"
2024,7,15,2024.535520000000,420.510,0.159000,NaN,"in situ"
 
 ,
Terms of Use,
,
1. Terminology ,
‘Content’ means the content of the site [http://www.csiro.au/greenhouse-gases] including ,
"but not limited to, data, information, databases, images and material.",
,
"‘you/user’ means you as a website user, or Content/data user.",
,
2. Using Content ,
"CSIRO reserves the right to make corrections, revisions, updates and improvements to any ",
Content on this site but is under no obligation to do so.,
,
"Without limiting the foregoing, the most recent year of data is provided in this site on",
a provisional basis only and may be subject to further revision.,
,
"If you use or download Content from this site, you acknowledge that such Content:",
    - may contain statements based on scientific research and comprises data collected by ,
      CSIRO and third parties; ,
"    - is not professional, scientific, medical, technical or expert advice and is subject ",
      to the usual uncertainties of advanced scientific and technical research; ,
    - should not be relied upon as the basis for doing or failing to do something. ,
,
References or links to third party data are provided for information and convenience only ,
and do not mean that CSIRO endorses or approves that data.,
,
"Any use of the Content must acknowledge the source of the Information as 'CSIRO Environment ",
and the Australian Bureau of Meteorology (Kennaook / Cape Grim Baseline Air ,
"Pollution Station)' and include a statement that CSIRO and the Australian Bureau of ",
"Meteorology give no warranty regarding the accuracy, completeness, currency or suitability ",
for any particular purpose and accept no liability in respect of data.,
,
The Content on this site must not be distributed or disseminated to third parties without ,
the attachment of the Terms of Use.,
,
3. Grant of licence ,
"CSIRO grants you a royalty-free, non-exclusive, non-transferable licence to use, reproduce, ",
adapt or communicate the Content on this site for any purpose other than a commercial ,
"purpose. For the purposes of this licence, 'commercial purpose' means to sell, hire, ",
"exchange or otherwise exploit the Content (whether in its original or adapted form, or ",
incorporated in products or services) for profit or gain.,
,
The rights granted under this licence are personal to the user and are not sub-licensable ,
or capable of assignment.,
,
4. Disclaimer ,
If you use or download any Content from this site you accept all risks and responsibility ,
"for losses, damages, costs and other consequences resulting directly or indirectly from ",
using the Content.,
,
"To the maximum extent permitted by law, CSIRO excludes any and all liability to any person ",
"for any consequences, including but not limited to all losses, damages, costs, expenses and",
"any other compensation, arising directly or indirectly from using the Content.",
,
"Every effort has been made to ensure the accuracy of the Content on this site, however ",
"CSIRO does not warrant the accuracy and reliability of the Content and, to the extent ",
"permitted by law, does not guarantee or make any express or implied representation regarding ",
"the accuracy, reliability, correctness, fitness for use for any purpose whatsoever of the ",
Content. Any use and/or interpretation of the Content is done so entirely at the user’s own risk.,
,
5. Whole agreement ,
Use of this site is subject also to CSIRO’s Legal Notice and Disclaimer ,
(http://www.csiro.au/org/LegalNoticeAndDisclaimer.html). By using this site and the Content ,
"available on and through it, you are agreeing to be bound by these Terms of Use and the ",
"Legal Notice and Disclaimer. If there is any conflict then these Terns of Use will prevail, ",
but only to the extent that it applies to the particular Content and to the extent ,
necessary to resolve any conflict.,
,
"CSIRO may change these Terms of Use at any time without giving you notice, so please check ",
them each time you visit the site (http://www.csiro.au/greenhouse-gases).,
